,id,m_id,auto_brand_en,auto_brand_id,auto_gas_size,auto_make_date,auto_mileage_num,auto_price,auto_price_tag,auto_price_type,auto_title_all,item_post_date,item_renew_date,is_new,item_show_num,photo,photoList,rank,score,new_item_show_num,item_kind_name,item_kind_name_en,item_model_name_en,photoNum,is_check,is_vip,is_red,is_realPrice,is_seven,extra_tag,survey_report,organi,top_dealer_item,is_mobile,auto_address,auto_tab_name,auto_year_type,is_audi,is_auction,video_url,org_icon,is_original,adPromotion,ad_featured_pc,sort.mIsTop,sort.isVip,sort.isShow,sort.autoPriceType,sort.priceOrder,sort.checkCarStatus,car_color,car_driveMode,car_fuel,car_door,car_seat,car_license,verified,dealer_name,seller_role,dealer_address,胎壓偵測,動態穩定系統,防盜系統,keyless免鑰系統,循跡系統,中控鎖,剎車輔助系統,兒童安全椅固定裝置,ABS防鎖死,安全氣囊,定速系統,LED頭燈,倒車顯影系統,衛星導航,多功能方向盤,倒車雷達,恆溫空調,自動停車系統,電動天窗,真皮/皮革座椅
0,2785702,145166,BMW,6,3.0L,<b>2016</b>年,<b>6.0</b>萬km,0.0,<b>電洽</b>,3,柏美車庫-A.T.D  稀有黑色 M4 左3右5 卡夢頂,2021-06-09 17:48:41,<font>6分鐘內更新</font>,,547,https://p2.8891.com.tw/2021/06/09/1623237090015812_220_165.jpg,https://p2.8891.com.tw/2021/06/09/1623237090015812_300_225.jpg,1,,547.0,M4,M4,Coupe,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,桃園市,手自排,2017,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,2WD,汽油,2門,4座,未領牌,0,柏美車庫-A.T.D,柏美車庫-A.T.D,桃園市八德區建新街485之5號,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,2803332,159782,Mercedes-Benz,27,2.0L,<b>2017</b>年,<b>9.3</b>萬km,109.0,<b>109</b>萬,3,BENZ METRIS 安卓機 八人座 17年 弘達國際#92314,2021-06-28 10:17:04,<font>6分鐘內更新</font>,1.0,522,https://p2.8891.com.tw/2020/06/23/1592892770792578_220_165.jpg,https://p2.8891.com.tw/2020/06/23/1592892770792578_300_225.jpg,2,,522.0,Metris,Metris,Vans,17.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,新北市,手自排,2017,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,2WD,汽油,5門,8座,未領牌,0,弘達國際汽車,弘達國際汽車,新北市泰山區,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
2,2786818,702837,Mercedes-Benz,27,2.0L,<b>2017</b>年,<b>5.3</b>萬km,0.0,<b>電洽</b>,3,Sam國際車庫 AMG 23P 自動停車 前後雷達 全景 盲點 摸門 免鑰,2021-06-10 17:51:13,<font>6分鐘內更新</font>,,684,https://p1.8891.com.tw/2021/06/10/1623318024168485_220_165.jpg,https://p1.8891.com.tw/2021/06/10/1623318024168485_300_225.jpg,3,,684.0,C-Class Sedan,C-Class Sedan,AMG C300,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,新竹縣,手自排,2017,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,4WD,汽油,4門,5座,未領牌,0,尤先生,車商賣家,新竹縣竹北市,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,2808069,710622,BMW,6,3.0L,<b>2010</b>年,<b>21.3</b>萬km,55.0,<b>55</b>萬,3,忍痛割愛 自售2010年 BMW 330i Performance極限運動,2021-07-02 14:41:10,<font>7分鐘內更新</font>,1.0,101,https://p1.8891.com.tw/2021/07/02/1625207401231319_220_165.jpg,https://p1.8891.com.tw/2021/07/02/1625207401231319_300_225.jpg,4,,101.0,3-Series Convertible,3-Series Convertible,330i,10.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,台北市,手自排,2010,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,灰色,2WD,汽油,4門,5座,2010年12月領牌,0,王先生,個人賣家,台北市中正區,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,2785088,183590,Nissan,32,1.6L,<b>2016</b>年,<b>8.0</b>萬km,42.0,<b>42</b>萬,3,全車系全額貸款貸款利率優惠中/月付超低/信用小白/瑕疵強力過件,2021-06-09 11:42:14,<font>8分鐘內更新</font>,,706,https://p2.8891.com.tw/2021/06/07/1623047173635860_220_165.jpg,https://p2.8891.com.tw/2021/06/07/1623047173635860_300_225.jpg,5,,706.0,Juke,Juke,,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,桃園市,自排,2016,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,藍色,4WD,汽油,5門,5座,2017年02月領牌,0,阿書強打桃園中古車,阿書強打桃園中古車,桃園市中壢區新中北路819-8號,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
5,2803293,159782,Mercedes-Benz,27,2.0L,<b>2019</b>年,<b>3.3</b>萬km,149.0,<b>149</b>萬,3,BENZ A220 魚眼 全景天窗 記憶椅 19年 弘達國際#22534,2021-06-28 09:54:59,<font>12分鐘內更新</font>,1.0,330,https://p2.8891.com.tw/2021/01/25/1611554642811096_220_165.jpg,https://p2.8891.com.tw/2021/01/25/1611554642811096_300_225.jpg,6,,330.0,A-Class,A-Class,A220,16.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,新北市,手自排,2019,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,2WD,汽油,4門,5座,未領牌,0,弘達國際汽車,弘達國際汽車,新北市泰山區,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
6,2787784,175472,Suzuki,44,1.1L以下,<b>2019</b>年,<b>1.0</b>萬km,38.8,<b>38.8</b>萬,3,【主打全額貸】 0元把車帶回家 ＦＢ搜尋 宇安嚴選中古車,2021-06-11 16:01:08,<font>15分鐘內更新</font>,,"<span class=""Red"">4316</span>",https://p1.8891.com.tw/2019/09/21/2/1569047829190067_220_165.jpg,https://p1.8891.com.tw/2019/09/21/2/1569047829190067_300_225.jpg,7,,4316.0,Swift,Swift,,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,新竹縣,手自排,2019,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,白色,2WD,汽油,5門,5座,2019年06月領牌,0,智宇 中古車買賣,智宇 中古車買賣,新竹縣湖口鄉,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
7,2808406,159782,BMW,6,3.0L,<b>2019</b>年,<b>1.0</b>萬km,268.0,<b>268</b>萬,3,BMW X4 M40i 紅內裝 液晶儀表 抬顯 19年 弘達國際#33161,2021-07-02 17:51:37,<font>16分鐘內更新</font>,1.0,165,https://p1.8891.com.tw/2021/06/02/1622613625011427_220_165.jpg,https://p1.8891.com.tw/2021/06/02/1622613625011427_300_225.jpg,8,,165.0,X4,X4,M40i,20.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,新北市,手自排,2019,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,4WD,汽油,5門,5座,未領牌,0,弘達國際汽車,弘達國際汽車,新北市泰山區,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
8,2715411,283974,Suzuki,44,1.5L,<b>2009</b>年,<b>6.0</b>萬km,10.0,<b>10</b>萬,3,FB搜尋:【金美麗汽車廣場】『免頭款、全額貸』 我的用心 讓你放心,2021-03-31 16:07:17,<font>19分鐘內更新</font>,,"<span class=""Red"">11167</span>",https://p2.8891.com.tw/2021/03/31/1617157535970842_220_165.jpg,https://p2.8891.com.tw/2021/03/31/1617157535970842_300_225.jpg,9,,11167.0,Swift,Swift,,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,桃園市,自排,2009,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,白色,2WD,汽油,5門,5座,未領牌,0,金美麗汽車廣場,金美麗汽車廣場,桃園市桃園區文中路308號,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
9,2789465,374794,Mercedes-Benz,27,2.0L,<b>2016</b>年,<b>8.2</b>萬km,143.0,<b>143</b>萬,3,Benz C300 AMG 23P 360環 自動停車 柏林知音 #5389,2021-06-13 15:47:30,<font>22分鐘內更新</font>,,471,https://p2.8891.com.tw/2021/04/08/1617873972172006_220_165.jpg,https://p2.8891.com.tw/2021/04/08/1617873972172006_300_225.jpg,10,,471.0,C-Class Sedan,C-Class Sedan,C300,15.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,桃園市,手自排,2017,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,白色,4WD,汽油,4門,5座,未領牌,0,弘達國際桃園店,弘達國際桃園店,桃園市桃園區文中路491號,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
10,2800406,374794,Mercedes-Benz,27,2.0L,<b>2020</b>年,<b>1.2</b>萬km,198.0,<b>198</b>萬,3,Benz 最新款 CLA250 AMG 夜色套件 市場僅有 全景天窗,2021-06-24 16:47:21,<font>22分鐘內更新</font>,,562,https://p1.8891.com.tw/2021/06/24/1624524404332651_220_165.jpg,https://p1.8891.com.tw/2021/06/24/1624524404332651_300_225.jpg,11,,562.0,CLA,CLA,CLA250,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,桃園市,手自排,2020,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,2WD,汽油,4門,5座,未領牌,0,弘達國際桃園店,弘達國際桃園店,桃園市桃園區文中路491號,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
11,2772324,374794,Mercedes-Benz,27,2.0L,<b>2019</b>年,<b>3.7</b>萬km,188.0,<b>188</b>萬,3,Benz CLA250 AMG 夜色套件 全景天窗 真皮座椅  弘達桃園,2021-05-26 17:22:44,<font>22分鐘內更新</font>,,"<span class=""Red"">3138</span>",https://p1.8891.com.tw/2021/06/17/1623911276225725_220_165.jpg,https://p1.8891.com.tw/2021/06/17/1623911276225725_300_225.jpg,12,,3138.0,CLA,CLA,CLA250,16.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,桃園市,手自排,2020,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,白色,2WD,汽油,4門,5座,未領牌,0,弘達國際桃園店,弘達國際桃園店,桃園市桃園區文中路491號,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
12,2804998,400097,Suzuki,44,1.1L以下,<b>2018</b>年,<b>3.5</b>萬km,48.8,<b>48.8</b>萬,3,Fb搜尋：【耀.car優質好評商家Goo&amp;德萊茵雙認証】,2021-06-29 16:04:54,<font>22分鐘內更新</font>,1.0,460,https://p2.8891.com.tw/2021/06/29/1624956141309696_220_165.jpg,https://p2.8891.com.tw/2021/06/29/1624956141309696_300_225.jpg,13,,460.0,Swift,Swift,,8.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,256.0,0.0,0.0,新北市,手自排,2018,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,2WD,汽油,5門,5座,2019年03月領牌,1,耀Car優質好評商家,耀Car優質好評商家,新北市五股區五股區,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
13,2803407,64523,Mercedes-Benz,27,4.0L,<b>2018</b>年,<b>3.0</b>萬km,398.0,<b>398</b>萬,3,【明山車業&amp;德星國際】2018~S-560L- 4.0L- 23P，抗指外線玻璃,2021-06-28 11:04:35,<font>22分鐘內更新</font>,1.0,165,https://p1.8891.com.tw/2021/06/03/1622700977576701_220_165.jpg,https://p1.8891.com.tw/2021/06/03/1622700977576701_300_225.jpg,14,,165.0,S-Class Sedan,S-Class Sedan,S560 L,18.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,嘉義市,手自排,2018,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,2WD,汽油,4門,5座,未領牌,0,明山車業&amp;德星貿易,明山車業&amp;德星貿易,嘉義市西區,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,2809352,223511,BMW,6,3.0L,<b>2019</b>年,<b>1.0</b>萬km,268.0,<b>268</b>萬,3,X4 M40 5AS 液晶儀表 LED頭燈 全景 摸門 抬顯 HK 菱格紋內裝,2021-07-03 17:32:06,<font>22分鐘內更新</font>,1.0,41,https://p2.8891.com.tw/2021/07/03/1625304132935320_220_165.jpg,https://p2.8891.com.tw/2021/07/03/1625304132935320_300_225.jpg,15,,41.0,X4,X4,M40i,20.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,新北市,手自排,2020,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,4WD,汽油,5門,5座,未領牌,0,弘億汽車,弘億汽車,新北市泰山區,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,2799265,223511,Mercedes-Benz,27,2.0L,<b>2016</b>年,<b>6.1</b>萬km,155.0,<b>155</b>萬,3,GLC300 AMG LED雙魚眼 全景 前後雷達 自動停車 盲點 大銀幕 顯影,2021-06-23 15:30:11,<font>22分鐘內更新</font>,,335,https://p1.8891.com.tw/2021/05/19/1621403273836929_220_165.jpg,https://p1.8891.com.tw/2021/05/19/1621403273836929_300_225.jpg,16,,335.0,GLC,GLC,GLC300,17.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,256.0,0.0,0.0,新北市,手自排,2017,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,4WD,汽油,5門,5座,未領牌,1,弘億汽車,弘億汽車,新北市泰山區,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
16,2792475,223511,Mercedes-Benz,27,3.0L,<b>2019</b>年,<b>5900</b>km,268.0,<b>268</b>萬,3,390匹 Designo賽車椅 23p跟車 跑排 全液晶 360環景 夜色套件,2021-06-16 20:43:43,<font>22分鐘內更新</font>,,576,https://p2.8891.com.tw/2021/06/16/1623847194225670_220_165.jpg,https://p2.8891.com.tw/2021/06/16/1623847194225670_300_225.jpg,17,,576.0,C-Class Sedan,C-Class Sedan,AMG C43,20.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,桃園市,手自排,2019,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,4WD,汽油,4門,5座,未領牌,0,弘億汽車,弘億汽車,桃園市桃園區,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,2809298,223511,BMW,6,3.0L,<b>2018</b>年,<b>4.7</b>萬km,238.0,<b>238</b>萬,3,640GT M版 5AT跟車 LED頭燈 全景 吸門 抬顯 環景 冷熱按摩椅,2021-07-03 17:03:19,<font>22分鐘內更新</font>,1.0,81,https://p2.8891.com.tw/2021/07/03/1625301926811930_220_165.jpg,https://p2.8891.com.tw/2021/07/03/1625301926811930_300_225.jpg,18,,81.0,6-Series GT,6-Series GT,640i M Sport,20.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,新北市,手自排,2018,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,白色,4WD,汽油,5門,5座,未領牌,0,弘億汽車,弘億汽車,新北市泰山區,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,2802554,223511,Mercedes-Benz,27,3.0L,<b>2017</b>年,<b>5.6</b>萬km,238.0,<b>238</b>萬,3,E400T 旅行車 P20跟車 多光束 抬顯HUD 360環景 全景 柏林 摸門,2021-06-26 19:17:40,<font>22分鐘內更新</font>,,243,https://p2.8891.com.tw/2021/06/26/1624705861863356_220_165.jpg,https://p2.8891.com.tw/2021/06/26/1624705861863356_300_225.jpg,19,,243.0,E-Class Estate,E-Class Estate,E400,20.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,256.0,0.0,0.0,新北市,手自排,2018,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,4WD,汽油,5門,7座,未領牌,1,弘億汽車,弘億汽車,新北市三重區,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,2802593,223511,BMW,6,2.0L,<b>2017</b>年,<b>6.1</b>萬km,152.0,<b>152</b>萬,3,正17 530i 運動版 摸門 天窗 氣氛燈 顯影 新車利率 可貸七年,2021-06-26 19:56:18,<font>22分鐘內更新</font>,,257,https://p1.8891.com.tw/2021/06/26/1624708384031495_220_165.jpg,https://p1.8891.com.tw/2021/06/26/1624708384031495_300_225.jpg,20,,257.0,5-Series Sedan,5-Series Sedan,530i,18.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,新北市,手自排,2017,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,白色,2WD,汽油,4門,5座,未領牌,0,弘億汽車,弘億汽車,新北市三重區,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
20,2777215,223511,BMW,6,3.0L,<b>2017</b>年,<b>3.4</b>萬km,205.0,<b>205</b>萬,3,540i M版 M套件 5AT跟車 高規B&amp;W音響 抬顯HUD 摸門 360環景,2021-06-01 14:12:01,<font>22分鐘內更新</font>,,615,https://p2.8891.com.tw/2021/06/01/1622527780034704_220_165.jpg,https://p2.8891.com.tw/2021/06/01/1622527780034704_300_225.jpg,21,,615.0,5-Series Sedan,5-Series Sedan,540i M Sport,19.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,256.0,0.0,0.0,新北市,手自排,2017,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,藍色,4WD,汽油,4門,5座,未領牌,1,弘億汽車,弘億汽車,新北市泰山區,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,2803343,159782,BMW,6,3.0L,<b>2019</b>年,<b>2.5</b>萬km,258.0,<b>258</b>萬,3,BMW X5 40i G世代 全景 2019年 弘達國際 #L22312,2021-06-28 10:18:51,<font>23分鐘內更新</font>,1.0,539,https://p1.8891.com.tw/2021/05/27/1622093041054779_220_165.jpg,https://p1.8891.com.tw/2021/05/27/1622093041054779_300_225.jpg,22,,539.0,X5,X5,XDrive40i,20.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,新北市,手自排,2019,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,4WD,汽油,5門,5座,未領牌,0,弘達國際汽車,弘達國際汽車,新北市泰山區,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,2802563,164115,BMW,6,3.0L,<b>2007</b>年,<b>16.0</b>萬km,38.8,<b>38.8</b>萬,3,2007 BMW E92 328ci 雙門4座 黑 M包 自然進氣,2021-06-27 14:18:16,<font>24分鐘內更新</font>,,352,https://p2.8891.com.tw/2021/06/26/1624706284620636_220_165.jpg,https://p2.8891.com.tw/2021/06/26/1624706284620636_300_225.jpg,23,,352.0,3-Series Coupe,3-Series Coupe,328ci,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,新北市,手自排,2007,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,2WD,汽油,2門,4座,2007年02月領牌,0,冠天下國際車業,冠天下國際車業,新北市三峽區學成路135號,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
23,2808030,159782,Porsche,35,3.0L,<b>2019</b>年,<b>3.5</b>萬km,0.0,<b>電洽</b>,3,Porsche MACANS ACC 紅內裝 音響 19年弘達國際#33442,2021-07-02 14:10:49,<font>24分鐘內更新</font>,1.0,144,https://p1.8891.com.tw/2021/06/02/1622600235350051_220_165.jpg,https://p1.8891.com.tw/2021/06/02/1622600235350051_300_225.jpg,24,,144.0,Macan S,Macan S,,20.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,新北市,手自排,2019,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,4WD,汽油,5門,5座,未領牌,0,弘達國際汽車,弘達國際汽車,新北市泰山區,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
24,2787792,175472,Toyota,46,1.8L,<b>2020</b>年,<b>5000</b>km,58.8,<b>58.8</b>萬,3,【主打百分之百過件全額貸款】ＦＢ搜尋 ：宇安嚴選中古車,2021-06-11 16:02:10,<font>24分鐘內更新</font>,,"<span class=""Red"">3159</span>",https://p2.8891.com.tw/2020/07/05/1593950000385364_220_165.jpg,https://p2.8891.com.tw/2020/07/05/1593950000385364_300_225.jpg,25,,3159.0,Corolla Altis,Corolla Altis,,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,新竹縣,自排,2020,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,白色,2WD,汽油,4門,5座,2020年06月領牌,0,智宇 中古車買賣,智宇 中古車買賣,新竹縣湖口鄉,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
25,2806587,159782,Mercedes-Benz,27,2.0L,<b>2015</b>年,<b>6.1</b>萬km,168.0,<b>168</b>萬,3,BENZ C450 AMG 23P跟車系統電子懸吊 16年 弘達國際#08390,2021-07-01 09:29:58,<font>28分鐘內更新</font>,1.0,250,https://p1.8891.com.tw/2021/03/29/1616999200625607_220_165.jpg,https://p1.8891.com.tw/2021/03/29/1616999200625607_300_225.jpg,26,,250.0,C-Class Sedan,C-Class Sedan,C450,17.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,新北市,手自排,2016,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,白色,4WD,汽油,4門,5座,未領牌,0,弘達國際汽車,弘達國際汽車,新北市泰山區,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
26,2803340,159782,Mercedes-Benz,27,2.0L,<b>2017</b>年,<b>7.9</b>萬km,158.0,<b>158</b>萬,3,BENZ GLC300 大螢幕 全景天窗 免鑰匙 17年 弘達國際#013605,2021-06-28 10:18:09,<font>28分鐘內更新</font>,1.0,254,https://p1.8891.com.tw/2021/03/25/1616658834450077_220_165.jpg,https://p1.8891.com.tw/2021/03/25/1616658834450077_300_225.jpg,27,,254.0,GLC,GLC,GLC300,19.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,新北市,手自排,2017,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,4WD,汽油,5門,5座,未領牌,0,弘達國際汽車,弘達國際汽車,新北市泰山區,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
27,2681475,347255,Mercedes-Benz,27,2.0L,<b>2017</b>年,<b>5.6</b>萬km,175.0,<b>175</b>萬,3,GLC300升級20款GLC43 柏林 360環景 黑梣木 駐車雷達 原廠認證,2021-02-25 14:41:08,<font>28分鐘內更新</font>,,"<span class=""Red"">14257</span>",https://p2.8891.com.tw/2021/07/02/1625188261696344_220_165.png,https://p2.8891.com.tw/2021/07/02/1625188261696344_300_225.png,28,,14257.0,GLC,GLC,GLC300,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,高雄市,手自排,2017,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,白色,4WD,汽油,5門,5座,未領牌,0,台基貿易,台基貿易,高雄市新興區開封路377號1樓,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,2769974,702837,Mercedes-Benz,27,2.0L,<b>2017</b>年,<b>2.5</b>萬km,0.0,<b>電洽</b>,3,Sam國際車庫 四輪傳動 23P LED頭燈 全景天窗 自動停車 360度環景,2021-05-24 14:19:06,<font>28分鐘內更新</font>,,570,https://p1.8891.com.tw/2021/06/18/1624013761777047_220_165.jpg,https://p1.8891.com.tw/2021/06/18/1624013761777047_300_225.jpg,29,,570.0,GLC,GLC,GLC300,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,新竹縣,手自排,2018,False,False,,[],0.0,[],0.0,0.0,1.0,1.0,3.0,0.0,0.0,黑色,4WD,汽油,5門,5座,未領牌,0,尤先生,車商賣家,新竹縣竹北市,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
